hash,lines,files,num_test_files,commit_size
d5b3b7d836638a9f29f7798aee5da3c289a5cad4,2,1,0,3
0bb5e93507c0725f3f938b38605c67bcaa507b1a,144,3,1,147
4fe082c513d9388a3eddd6a857ba576b908b54da,3437,6,2,3443
f7a47d3572ccae6467a27503dda2664bb7bd424f,4839,3,1,4842
f2ff9e854bb8d787203a85fb311c3ae0a9af52c5,105,7,2,112
07c56fcb2c8448701d1542c25c9ac2afa28aba5c,17,3,0,20
4611c4778027a167f474c777573bbf30aa4a08fa,488,9,1,497
a0926f380bacc3eca8afcaa208b8c4734a1e2d45,3548,7,1,3555
b0e9609e4850fcf8e0e79a427aa0f079aaf04b10,219,8,3,227
e3e81597fc03c12515adabfe9c69419024b9403f,17,2,0,19
ee8c25ea3a73b068c7523bdfd1c4cdddf156e26c,17,2,0,19
bca0411428def0c2abe792d882e8d23461c6a097,17,2,0,19
bcdddf76bb16436a62167e82664b1e8bc4f2e0ed,26120,7,1,26127
c2bdea0d004103fe74585d42abe3643a62d3da0a,41,7,1,48
9942ce175d35708cc7f0586b075bc3467a6a5224,185,7,2,192
aa851eb7ca9edd0c364bfe39ec2c2f99c4914d01,232,3,1,235
61d5170844aaf611555a0dd63c5e24af08acf1c8,41,2,1,43
8b69ad5d107946d0a52a30f879ef3f932ba72a32,23,4,0,27
1d2164671889e4af8a0a73c36e0290ab75ea7e3e,41,2,0,43
f866bb844c8534c3c14975c185c3df627f640b24,133,1,1,134
ee4a1b84351ea152a90a5075e29834bbd78521e8,133,1,0,134
9d2df1361fb131c21ed5ec7c2a33eb098ae2d5ce,58,4,0,62
d64c883beb9197500ce0922b60462a686435916d,268,13,2,281
feadc9effe3e2814774f128177817f7ffa4f031b,969,17,0,986
31b91eec339fccb0d041b80ac6b0a260a0e054c7,309,3,0,312
02b283dbd3c44206ca31e2fcd0bfebe6949ef4be,1482,19,3,1501
42c38a1e016b9fc7d280012a237101a1a2d5a0be,42,4,1,46
61a163d31b1fd9aac7443fc547aeb6cc73089e62,33,1,0,34
568bd7f60ffa0fa75071c4ac1675bcc1519c0c00,54,2,0,56
11bb824716f757ed1d69405fb0c5821975a606fd,28,4,1,32
e47f3b13a69672bebecb6928360dcd38aa8657b6,21,1,0,22
58d8c52e91ae45252e388747f0bf17ebc859930e,21,3,1,24
e365840ea62f29a6cca472772bf96bee8b1a4e3c,274,5,0,279
1605cda914e596b90cd95d1adbc7001ad0557da8,12,1,0,13
5121cd599c259d9eda51585a66ca680591398c65,11,1,0,12
64c45cbe585d6be1fdc0c4f87e4ac977b5df5eb7,21,2,1,23
80adbcd69eae03a1f206264654afba9dffb5abe3,1,1,0,2
d3c1a34f3297146695c6cf30a67e56e8b8fbdbc7,13,3,0,16
34ce9248f9db1f2fb819b66927acfddd138b0626,1604,21,0,1625
a5d72a44117e7263c0e39be8ffcf5992f4e45b89,13,3,0,16
19e0902b3c17ef1e163b429d114f8541139863ac,803,24,1,827
aed56c954fba19095fd622cfaa39341b9a22c9c6,298,14,3,312
133d845b497c6b9cc662a06405128c7ccf06a110,1124,21,0,1145
a3e8963cb4ea88523a74105491a7db59f30b034c,34995,45,0,35040
67a357741b65cd087836cc2230ded57c1f4850d7,14,2,0,16
999b214297a9ce4cb7558fe598de04b5a2e9bb16,79,10,2,89
b125deea4849d3001616f426e4fa770e7e8d020e,4,1,0,5
7cb782c35ea463da541f94576634850c58a50f34,9,1,0,10
e5484323922826f66c22e5d5d4b2dae0fe521b42,2,1,0,3
4c11b6625d1098345f2180aaba0efaa9cec6c69d,2,1,0,3
280cea3b157181f4cad8cef9ddb69618caa3f5a8,86,3,1,89
1db1018e696a3be8ea4167b966b774ae87386578,2,1,0,3
3f0975142a81b681e61195b4df7aa372d8c16ee9,149,7,3,156
7c0f1a6779e49166d2925b6afebabb58cb81bb9e,25,5,0,30
5db276f1a6b5132b9c19936bc17f9aa73c36012e,1,1,0,2
05505456e6db07603559c2d02233077889a249cf,1617,24,0,1641
43dcb039476577743c62a0cb8f1ba18b0fff225c,1617,24,0,1641
6b867e502c1b9cfe6b10e1e7387d93ef2969e7e4,294,5,0,299
065a3c90673a7b3eae9165db0c4f0786372153dd,141,7,0,148
593a105cea2faa01849240e140a6f9fd03bd31f7,15,1,0,16
1f0a8a25ad7d3b2683f0f8b10449db3ff1c2de13,624,6,1,630
5e82439eb8f99d20a5bbc55fdeaa0840b0cac90f,19,3,0,22
20a4bf72e9e64e317c9167eea88303b4f4e16f31,2,1,0,3
2676de9bf340c2b97d1df6ac4208eba8e1cc28dd,3,1,0,4
a49a0e929d6404d2291bc8959682ac6f8eadefa4,9,2,0,11
74157a052de90b429000a16809db73f1edaa82b1,6,1,0,7
fc0c7cdd92c703784b9dfa4f891ee2be59f4d7b0,170,8,1,178
7cb711c27df1b4c0b1fdc7ae28837f4051c814da,137,17,0,154
4a8913e0f28a9fdea6eb37b1990cbe851e3edfac,1,1,0,2
