hash,lines,files,num_test_files,commit_size
bab3e584d45f5c00225199e5b46e0dabc3a4a8a5,39,1,0,40
8f38df3fcccffbd0f28dae724dfd3b9ff72b10e1,157,1,0,158
7f34604a28eb20d1190163a67e045b069d339473,13,2,0,15
13e5418d2c4f5a7428dadcaafe14f2715398e72f,8,2,0,10
e21a1a8fa255b7ef42cca1b161fdf958e2d83b6a,126,7,3,133
86f0868970e7c26e4968a7a0d06468dcd3186165,61,2,0,63
f24f5d869625098f22582ee611b0755adc8fb070,144,5,1,149
645a012ac9018f4c2489ac15a33ccd34f2ff4423,458,5,0,463
d44713b27acfe1e2fdf0837abc13b8c3fcf162b4,22,2,0,24
4dad02b525e606d2d92741661f5ee88a887879eb,109,4,0,113
d9e94d717295f32cc27f7b674ea4d39bfd1b1c1c,11,3,0,14
d1c0c0fc915f1b7ee114c588ac286176b9b7e56b,221,1,0,222
c556dd5b3bb8f1eb320eb6584b897ffbf8a37bbd,70,4,1,74
6f9b53799f8cb5f6dd0c877fa76d3bdcfffc8962,341,1,0,342
156ec45ce17c05f2a8d7c592127a0925439179e7,1,1,0,2
5a64945f177ff102b107e289e81bb59520d807cc,94,5,1,99
cfae07a06393c5a8981c41425d4f7bfafbd3e611,106,8,0,114
1eef2979fa3a25bcaeb464ba7dd879580128fb3c,3,1,0,4
9f482fc6efb482f87f0ca5270fa502a2dbe8e6b1,534,2,0,536
923c8b18e21a7f68bdb0031e81cd7a9d4a27319e,11,2,0,13
eb53519fde35bdd5a2c1602d98123a5591963caf,47,2,0,49
fe7c851fe40bd1613572eca8cb9915ad8607344b,6,1,0,7
5a50352953fa22dbea1ac143d9cbe45fc938d4b4,34,3,0,37
595f0dafcf9d402928dd380ab5cca6df64c5ffb5,9,2,0,11
57fab67c607e2bec0b9b5d3d32c019be545b04db,4,1,0,5
30bc82d204892046be0be2b38be54236054d36a4,18,2,0,20
b76a129d3e6348eda5d86feedde642b6aa537b30,123,1,0,124
bb3c6d7152d4bc04eb93bc6d1ea71ff1c9ef44a3,2,1,0,3
e79ea9297db2cd387c5f7a97cec00610e072cbd6,54,1,0,55
683a07b36c94c5f483cd4a70f358626456512a2d,10,1,0,11
abb9c20e7f9abde7992005b44d0a85ad83de3f13,193,4,0,197
20655d5451b2c9e5e755cf139c282bcc45d05374,244,23,8,267
54db7ec80fb5378b18fdd65b4e1f8272a4eeddb9,157,2,0,159
6c5d18d228dee9ea866a57aa2e171023631157ef,464,2,0,466
c9a3e95a80b6a4c445d215b4b0802693ce1f9476,51,1,0,52
fe0c2c553d3d7a93535eb9f16b4a8b792a09643c,186,1,0,187
74e2c1cab1c1e66717515f70492acdcef116f25f,94,1,0,95
11e6fb0a7d54ab18232fd7fad113d4dcfd73f9e4,24,1,0,25
121b63dd7d76bf2962f5979ed8e6c7b6ff006fc1,9,1,0,10
99fa99f4639b100832b2fe389e94dc16bd9f9d0f,46,1,0,47
84ee00a718aff9e742f014e4d2d04746a54c7ff5,10,1,0,11
f1a49bfe10945d799a15113a85479e27ae2a775f,29,1,0,30
6137614ad032da3c2276c653984b4d1f2d1be9e2,6,1,0,7
4c903e42d93670cd71374ef5f2250b6560825e52,38,1,0,39
1489878907ae14c3993eff8d8aeca6e0f4276b74,56,1,0,57
437496f247c017863fa4180c280779dd90ac5b6d,92,1,0,93
29b3b95209a17d9dd899f39834b7b0effca1794d,20,1,0,21
16b3e591609a16f4abd76bd7d520a11d27adf64f,20,1,0,21
31d7b4a22be1d1b6e1f3f1718ac8a6e192c8f9fe,29,1,0,30
ed4e412d059885c80fb22178539217bbfd2018a9,29,1,0,30
1936e9531c7cefa48a7ce7ef079b6176627e4c66,22,1,0,23
da2de85f5c6c663b3d12633fd7ac78db7cdd52f2,166,7,0,173
eb6ae648b7d5b710d5d9440528c43b8ffd61aef7,43,3,0,46
